id,date,time,item,qty,price
67748,2024-06-12,10:29:41,Teriyaki Chicken,1,6.15
67749,2024-06-12,10:35:15,Chow Mein,1,4.5
67750,2024-06-12,10:35:15,Teriyaki Chicken,2,6.15
67751,2024-06-12,10:35:15,Steamed White Rice,1,4.5
67752,2024-06-12,10:43:34,Black Pepper Chicken,1,6.15
67753,2024-06-12,10:43:34,Steamed White Rice,1,4.5
67754,2024-06-12,10:49:05,Honey Sesame Chicken Breast,2,6.15
67755,2024-06-12,10:49:05,Fried Rice,1,4.5
67756,2024-06-12,10:57:39,Broccoli Beef,1,6.15
67757,2024-06-12,10:57:39,Black Pepper Chicken,1,6.15
67758,2024-06-12,10:57:39,Black Pepper Angus Steak,2,7.15
67759,2024-06-12,11:05:02,Black Pepper Chicken,1,6.15
67760,2024-06-12,11:12:09,Mushroom Chicken,1,6.15
67761,2024-06-12,11:20:43,String Bean Chicken Breast,1,6.15
67762,2024-06-12,11:20:43,Kung Pao Chicken,1,6.15
67763,2024-06-12,11:29:19,Steamed White Rice,2,4.5
67764,2024-06-12,11:29:19,Teriyaki Chicken,1,6.15
67765,2024-06-12,11:29:19,Grilled Teriyaki Chicken,1,6.15
67766,2024-06-12,11:34:57,Broccoli Beef,1,6.15
67767,2024-06-12,11:34:57,Kung Pao Chicken,1,6.15
67768,2024-06-12,11:34:57,Grilled Teriyaki Chicken,1,6.15
67769,2024-06-12,11:41:42,String Bean Chicken Breast,1,6.15
67770,2024-06-12,11:47:03,Honey Sesame Chicken Breast,1,6.15
67771,2024-06-12,11:47:03,Grilled Teriyaki Chicken,1,6.15
67772,2024-06-12,11:55:34,Teriyaki Chicken,1,6.15
67773,2024-06-12,12:00:47,String Bean Chicken Breast,1,6.15
67774,2024-06-12,12:00:47,Super Greens Side,1,4.5
67775,2024-06-12,12:06:00,Teriyaki Chicken,1,6.15
67776,2024-06-12,12:06:00,Beijing Beef,1,6.15
67777,2024-06-12,12:11:58,Kung Pao Chicken,1,6.15
67778,2024-06-12,12:11:58,Beijing Beef,1,6.15
67779,2024-06-12,12:20:49,Honey Sesame Chicken Breast,1,6.15
67780,2024-06-12,12:20:49,Fried Rice,1,4.5
67781,2024-06-12,12:28:40,Broccoli Beef,1,6.15
67782,2024-06-12,12:28:40,Fried Rice,1,4.5
67783,2024-06-12,12:28:40,Kung Pao Chicken,1,6.15
67784,2024-06-12,12:36:39,Teriyaki Chicken,1,6.15
67785,2024-06-12,12:44:58,Broccoli Beef,1,6.15
67786,2024-06-12,12:44:58,Mushroom Chicken,1,6.15
67787,2024-06-12,12:51:31,Chow Mein,1,4.5
67788,2024-06-12,12:51:31,Orange Chicken,2,6.15
67789,2024-06-12,12:51:31,Steamed White Rice,1,4.5
67790,2024-06-12,13:00:49,String Bean Chicken Breast,2,6.15
67791,2024-06-12,13:06:33,Super Greens Side,1,4.5
67792,2024-06-12,13:06:33,Black Pepper Angus Steak,1,7.15
67793,2024-06-12,13:06:33,Kung Pao Chicken,1,6.15
67794,2024-06-12,13:06:33,Honey Sesame Chicken Breast,1,6.15
67795,2024-06-12,13:15:52,Grilled Teriyaki Chicken,1,6.15
67796,2024-06-12,13:15:52,Steamed White Rice,1,4.5
67797,2024-06-12,13:21:12,Fried Rice,1,4.5
67798,2024-06-12,13:26:35,Chow Mein,1,4.5
67799,2024-06-12,13:26:35,Black Pepper Angus Steak,1,7.15
67800,2024-06-12,13:26:35,String Bean Chicken Breast,1,6.15
67801,2024-06-12,13:33:20,Super Greens Side,1,4.5
67802,2024-06-12,13:33:20,Black Pepper Chicken,1,6.15
67803,2024-06-12,13:33:20,Fried Rice,1,4.5
67804,2024-06-12,13:42:22,Fried Rice,1,4.5
67805,2024-06-12,13:42:22,Grilled Teriyaki Chicken,1,6.15
67806,2024-06-12,13:48:51,Kung Pao Chicken,1,6.15
67807,2024-06-12,13:48:51,Chow Mein,2,4.5
67808,2024-06-12,13:48:51,Grilled Teriyaki Chicken,1,6.15
67809,2024-06-12,13:55:45,Orange Chicken,1,6.15
67810,2024-06-12,13:55:45,Mushroom Chicken,2,6.15
67811,2024-06-12,13:55:45,Grilled Teriyaki Chicken,1,6.15
67812,2024-06-12,14:01:47,Mushroom Chicken,1,6.15
67813,2024-06-12,14:01:47,Beijing Beef,1,6.15
67814,2024-06-12,14:10:36,Orange Chicken,1,6.15
67815,2024-06-12,14:10:36,Grilled Teriyaki Chicken,1,6.15
67816,2024-06-12,14:16:58,Chow Mein,1,4.5
67817,2024-06-12,14:16:58,Black Pepper Chicken,1,6.15
67818,2024-06-12,14:16:58,Beijing Beef,1,6.15
67819,2024-06-12,14:16:58,Grilled Teriyaki Chicken,1,6.15
67820,2024-06-12,14:22:19,Kung Pao Chicken,1,6.15
67821,2024-06-12,14:22:19,Mushroom Chicken,1,6.15
67822,2024-06-12,14:28:28,Chow Mein,1,4.5
67823,2024-06-12,14:28:28,Broccoli Beef,1,6.15
67824,2024-06-12,14:28:28,Grilled Teriyaki Chicken,1,6.15
67825,2024-06-12,14:34:09,Kung Pao Chicken,1,6.15
67826,2024-06-12,14:41:52,Teriyaki Chicken,1,6.15
67827,2024-06-12,14:41:52,Steamed White Rice,1,4.5
67828,2024-06-12,14:47:28,Kung Pao Chicken,1,6.15
67829,2024-06-12,14:47:28,Teriyaki Chicken,1,6.15
67830,2024-06-12,14:47:28,Mushroom Chicken,1,6.15
67831,2024-06-12,14:47:28,Steamed White Rice,1,4.5
67832,2024-06-12,14:47:28,Grilled Teriyaki Chicken,1,6.15
67833,2024-06-12,14:52:46,Chow Mein,1,4.5
67834,2024-06-12,14:52:46,Black Pepper Angus Steak,1,7.15
67835,2024-06-12,14:57:51,Honey Sesame Chicken Breast,1,6.15
67836,2024-06-12,14:57:51,Mushroom Chicken,1,6.15
67837,2024-06-12,14:57:51,String Bean Chicken Breast,1,6.15
67838,2024-06-12,15:04:24,Orange Chicken,1,6.15
67839,2024-06-12,15:12:59,Black Pepper Angus Steak,1,7.15
67840,2024-06-12,15:19:33,Honey Sesame Chicken Breast,1,6.15
67841,2024-06-12,15:19:33,Black Pepper Chicken,1,6.15
67842,2024-06-12,15:19:33,Teriyaki Chicken,1,6.15
67843,2024-06-12,15:26:46,Orange Chicken,1,6.15
67844,2024-06-12,15:26:46,Beijing Beef,1,6.15
67845,2024-06-12,15:26:46,Teriyaki Chicken,1,6.15
67846,2024-06-12,15:32:29,Honey Sesame Chicken Breast,1,6.15
67847,2024-06-12,15:32:29,Black Pepper Angus Steak,1,7.15
67848,2024-06-12,15:32:29,Teriyaki Chicken,1,6.15
67849,2024-06-12,15:39:00,Orange Chicken,1,6.15
67850,2024-06-12,15:46:34,Black Pepper Angus Steak,1,7.15
67851,2024-06-12,15:46:34,Orange Chicken,1,6.15
67852,2024-06-12,15:54:24,Honey Sesame Chicken Breast,1,6.15
67853,2024-06-12,15:54:24,Kung Pao Chicken,1,6.15
67854,2024-06-12,16:02:28,Black Pepper Angus Steak,1,7.15
67855,2024-06-12,16:02:28,Orange Chicken,1,6.15
67856,2024-06-12,16:11:49,Honey Sesame Chicken Breast,1,6.15
67857,2024-06-12,16:11:49,Chow Mein,1,4.5
67858,2024-06-12,16:11:49,Fried Rice,1,4.5
67859,2024-06-12,16:21:01,Kung Pao Chicken,1,6.15
67860,2024-06-12,16:21:01,Fried Rice,1,4.5
67861,2024-06-12,16:21:01,Steamed White Rice,1,4.5
67862,2024-06-12,16:21:01,Grilled Teriyaki Chicken,1,6.15
67863,2024-06-12,16:26:36,Broccoli Beef,1,6.15
67864,2024-06-12,16:33:46,Chow Mein,1,4.5
67865,2024-06-12,16:42:17,Beijing Beef,2,6.15
67866,2024-06-12,16:42:17,Teriyaki Chicken,1,6.15
67867,2024-06-12,16:47:28,Black Pepper Angus Steak,1,7.15
67868,2024-06-12,16:47:28,Grilled Teriyaki Chicken,1,6.15
67869,2024-06-12,16:52:42,Orange Chicken,1,6.15
67870,2024-06-12,17:02:04,Beijing Beef,1,6.15
67871,2024-06-12,17:10:18,Mushroom Chicken,1,6.15
67872,2024-06-12,17:10:18,Grilled Teriyaki Chicken,1,6.15
67873,2024-06-12,17:17:58,Black Pepper Chicken,1,6.15
67874,2024-06-12,17:17:58,String Bean Chicken Breast,2,6.15
67875,2024-06-12,17:17:58,Grilled Teriyaki Chicken,1,6.15
67876,2024-06-12,17:17:58,Steamed White Rice,1,4.5
67877,2024-06-12,17:24:28,String Bean Chicken Breast,1,6.15
67878,2024-06-12,17:24:28,Black Pepper Angus Steak,1,7.15
67879,2024-06-12,17:24:28,Black Pepper Chicken,1,6.15
67880,2024-06-12,17:24:28,Kung Pao Chicken,2,6.15
67881,2024-06-12,17:33:18,Fried Rice,1,4.5
67882,2024-06-12,17:33:18,Kung Pao Chicken,1,6.15
67883,2024-06-12,17:43:50,Black Pepper Chicken,1,6.15
67884,2024-06-12,17:43:50,Chow Mein,1,4.5
67885,2024-06-12,17:43:50,Kung Pao Chicken,1,6.15
67886,2024-06-12,17:43:50,Teriyaki Chicken,1,6.15
67887,2024-06-12,17:49:18,Beijing Beef,2,6.15
67888,2024-06-12,17:49:18,Broccoli Beef,1,6.15
67889,2024-06-12,17:55:43,Chow Mein,1,4.5
67890,2024-06-12,17:55:43,Kung Pao Chicken,1,6.15
67891,2024-06-12,18:01:56,Broccoli Beef,1,6.15
67892,2024-06-12,18:01:56,Fried Rice,1,4.5
67893,2024-06-12,18:10:15,Teriyaki Chicken,1,6.15
67894,2024-06-12,18:10:15,Beijing Beef,1,6.15
67895,2024-06-12,18:16:28,Mushroom Chicken,1,6.15
67896,2024-06-12,18:16:28,Chow Mein,1,4.5
67897,2024-06-12,18:16:28,Teriyaki Chicken,1,6.15
67898,2024-06-12,18:23:38,Honey Sesame Chicken Breast,1,6.15
67899,2024-06-12,18:32:44,Super Greens Side,1,4.5
67900,2024-06-12,18:32:44,Mushroom Chicken,1,6.15
67901,2024-06-12,18:32:44,Teriyaki Chicken,1,6.15
67902,2024-06-12,18:40:52,Black Pepper Angus Steak,1,7.15
67903,2024-06-12,18:40:52,Mushroom Chicken,1,6.15
67904,2024-06-12,18:47:44,Grilled Teriyaki Chicken,1,6.15
67905,2024-06-12,18:54:45,String Bean Chicken Breast,1,6.15
67906,2024-06-12,18:54:45,Chow Mein,1,4.5
67907,2024-06-12,18:54:45,Black Pepper Chicken,1,6.15
67908,2024-06-12,18:54:45,Orange Chicken,1,6.15
67909,2024-06-12,19:02:45,Beijing Beef,1,6.15
67910,2024-06-12,19:02:45,Grilled Teriyaki Chicken,1,6.15
67911,2024-06-12,19:11:42,String Bean Chicken Breast,1,6.15
67912,2024-06-12,19:11:42,Super Greens Side,2,4.5
67913,2024-06-12,19:11:42,Fried Rice,1,4.5
67914,2024-06-12,19:11:42,Beijing Beef,1,6.15
67915,2024-06-12,19:18:23,String Bean Chicken Breast,2,6.15
67916,2024-06-12,19:18:23,Beijing Beef,1,6.15
67917,2024-06-12,19:18:23,Mushroom Chicken,1,6.15
67918,2024-06-12,19:18:23,Kung Pao Chicken,1,6.15
67919,2024-06-12,19:23:24,Grilled Teriyaki Chicken,1,6.15
67920,2024-06-12,19:32:08,Black Pepper Angus Steak,1,7.15
67921,2024-06-12,19:32:08,Fried Rice,1,4.5
67922,2024-06-12,19:32:08,Teriyaki Chicken,1,6.15
67923,2024-06-12,19:32:08,Steamed White Rice,1,4.5
67924,2024-06-12,19:41:57,Teriyaki Chicken,1,6.15
67925,2024-06-12,19:41:57,Steamed White Rice,1,4.5
67926,2024-06-12,19:41:57,Super Greens Side,1,4.5
67927,2024-06-12,19:41:57,Fried Rice,1,4.5
67928,2024-06-12,19:41:57,Grilled Teriyaki Chicken,1,6.15
67929,2024-06-12,19:51:02,Mushroom Chicken,1,6.15
67930,2024-06-12,20:00:29,Black Pepper Angus Steak,2,7.15
67931,2024-06-12,20:00:29,Mushroom Chicken,1,6.15
67932,2024-06-12,20:00:29,Grilled Teriyaki Chicken,1,6.15
67933,2024-06-12,20:07:25,Super Greens Side,1,4.5
67934,2024-06-12,20:07:25,Chow Mein,1,4.5
67935,2024-06-12,20:14:10,Steamed White Rice,2,4.5
67936,2024-06-12,20:14:10,Chow Mein,1,4.5
67937,2024-06-12,20:14:10,Kung Pao Chicken,1,6.15
67938,2024-06-12,20:14:10,Beijing Beef,1,6.15
67939,2024-06-12,20:20:42,Orange Chicken,1,6.15
67940,2024-06-12,20:29:25,Chow Mein,1,4.5
67941,2024-06-12,20:29:25,Kung Pao Chicken,1,6.15
67942,2024-06-12,20:29:25,Orange Chicken,1,6.15
67943,2024-06-12,20:36:50,Broccoli Beef,1,6.15
67944,2024-06-12,20:36:50,Black Pepper Angus Steak,1,7.15
67945,2024-06-12,20:43:29,Broccoli Beef,1,6.15
67946,2024-06-12,20:43:29,Beijing Beef,1,6.15
67947,2024-06-12,20:43:29,Mushroom Chicken,1,6.15
67948,2024-06-12,20:43:29,Steamed White Rice,1,4.5
67949,2024-06-12,20:43:29,Grilled Teriyaki Chicken,1,6.15
67950,2024-06-12,20:52:55,Super Greens Side,1,4.5
67951,2024-06-12,20:52:55,Orange Chicken,1,6.15
67952,2024-06-12,21:00:53,Broccoli Beef,1,6.15
67953,2024-06-12,21:00:53,Black Pepper Chicken,1,6.15
67954,2024-06-12,21:00:53,Mushroom Chicken,2,6.15
67955,2024-06-12,21:00:53,Grilled Teriyaki Chicken,1,6.15
67956,2024-06-12,21:06:56,String Bean Chicken Breast,1,6.15
67957,2024-06-12,21:06:56,Teriyaki Chicken,1,6.15
67958,2024-06-12,21:06:56,Honey Sesame Chicken Breast,1,6.15
67959,2024-06-12,21:16:37,Broccoli Beef,1,6.15
67960,2024-06-12,21:24:18,Teriyaki Chicken,1,6.15
67961,2024-06-12,21:31:12,Honey Sesame Chicken Breast,1,6.15
67962,2024-06-12,21:31:12,Mushroom Chicken,1,6.15
67963,2024-06-12,21:39:21,Beijing Beef,1,6.15
67964,2024-06-12,21:46:00,String Bean Chicken Breast,1,6.15
67965,2024-06-12,21:46:00,Black Pepper Angus Steak,1,7.15
67966,2024-06-12,21:46:00,Teriyaki Chicken,1,6.15
67967,2024-06-12,21:46:00,Honey Sesame Chicken Breast,1,6.15
67968,2024-06-12,21:52:17,Teriyaki Chicken,1,6.15
67969,2024-06-12,21:52:17,Broccoli Beef,1,6.15
67970,2024-06-12,21:52:17,Chow Mein,1,4.5
67971,2024-06-12,21:52:17,Mushroom Chicken,1,6.15
67972,2024-06-12,21:52:17,Super Greens Side,1,4.5
67973,2024-06-12,21:59:26,Honey Sesame Chicken Breast,1,6.15
67974,2024-06-13,09:30:26,String Bean Chicken Breast,1,6.15
67975,2024-06-13,09:30:26,Steamed White Rice,1,4.5
67976,2024-06-13,09:35:47,Broccoli Beef,1,6.15
67977,2024-06-13,09:41:41,Super Greens Side,1,4.5
67978,2024-06-13,09:41:41,Black Pepper Angus Steak,1,7.15
67979,2024-06-13,09:41:41,Kung Pao Chicken,1,6.15
67980,2024-06-13,09:41:41,Grilled Teriyaki Chicken,1,6.15
67981,2024-06-13,09:46:24,Chow Mein,1,4.5
67982,2024-06-13,09:46:24,Kung Pao Chicken,1,6.15
67983,2024-06-13,09:46:24,Teriyaki Chicken,1,6.15
67984,2024-06-13,09:53:14,String Bean Chicken Breast,1,6.15
67985,2024-06-13,09:53:14,Chow Mein,1,4.5
67986,2024-06-13,09:53:14,Grilled Teriyaki Chicken,1,6.15
67987,2024-06-13,10:01:01,Black Pepper Angus Steak,1,7.15
67988,2024-06-13,10:01:01,Steamed White Rice,1,4.5
67989,2024-06-13,10:01:01,Beijing Beef,1,6.15
67990,2024-06-13,10:09:16,Honey Sesame Chicken Breast,1,6.15
67991,2024-06-13,10:09:16,Kung Pao Chicken,1,6.15
67992,2024-06-13,10:09:16,Fried Rice,1,4.5
67993,2024-06-13,10:17:06,Black Pepper Chicken,1,6.15
67994,2024-06-13,10:17:06,Mushroom Chicken,1,6.15
67995,2024-06-13,10:27:17,Kung Pao Chicken,1,6.15
67996,2024-06-13,10:27:17,Super Greens Side,2,4.5
67997,2024-06-13,10:35:56,Kung Pao Chicken,1,6.15
67998,2024-06-13,10:35:56,Orange Chicken,1,6.15
67999,2024-06-13,10:44:16,Broccoli Beef,1,6.15
68000,2024-06-13,10:44:16,Beijing Beef,1,6.15
68001,2024-06-13,10:49:33,Chow Mein,1,4.5
68002,2024-06-13,10:49:33,Black Pepper Chicken,1,6.15
68003,2024-06-13,10:49:33,Black Pepper Angus Steak,1,7.15
68004,2024-06-13,10:49:33,Kung Pao Chicken,1,6.15
68005,2024-06-13,10:58:24,String Bean Chicken Breast,1,6.15
68006,2024-06-13,11:07:01,Honey Sesame Chicken Breast,1,6.15
68007,2024-06-13,11:07:01,Broccoli Beef,1,6.15
68008,2024-06-13,11:07:01,Fried Rice,1,4.5
68009,2024-06-13,11:11:54,Super Greens Side,1,4.5
68010,2024-06-13,11:11:54,Black Pepper Chicken,1,6.15
68011,2024-06-13,11:11:54,Grilled Teriyaki Chicken,1,6.15
68012,2024-06-13,11:20:30,Super Greens Side,1,4.5
68013,2024-06-13,11:20:30,Orange Chicken,1,6.15
68014,2024-06-13,11:20:30,Honey Sesame Chicken Breast,1,6.15
68015,2024-06-13,11:20:30,Beijing Beef,2,6.15
68016,2024-06-13,11:28:29,Super Greens Side,1,4.5
68017,2024-06-13,11:28:29,Fried Rice,1,4.5
68018,2024-06-13,11:33:52,String Bean Chicken Breast,1,6.15
68019,2024-06-13,11:33:52,Black Pepper Angus Steak,1,7.15
68020,2024-06-13,11:33:52,Steamed White Rice,1,4.5
68021,2024-06-13,11:40:40,Black Pepper Chicken,1,6.15
68022,2024-06-13,11:49:23,String Bean Chicken Breast,1,6.15
68023,2024-06-13,11:49:23,Orange Chicken,1,6.15
68024,2024-06-13,11:49:23,Grilled Teriyaki Chicken,1,6.15
68025,2024-06-13,11:58:50,Black Pepper Chicken,1,6.15
68026,2024-06-13,12:06:29,Black Pepper Chicken,1,6.15
68027,2024-06-13,12:06:29,Orange Chicken,2,6.15
68028,2024-06-13,12:06:29,Grilled Teriyaki Chicken,1,6.15
68029,2024-06-13,12:14:51,Mushroom Chicken,1,6.15
68030,2024-06-13,12:14:51,Beijing Beef,1,6.15
68031,2024-06-13,12:23:18,Broccoli Beef,1,6.15
68032,2024-06-13,12:23:18,Chow Mein,2,4.5
68033,2024-06-13,12:23:18,Mushroom Chicken,1,6.15
68034,2024-06-13,12:23:18,Beijing Beef,1,6.15
68035,2024-06-13,12:32:47,Black Pepper Angus Steak,1,7.15
68036,2024-06-13,12:32:47,Steamed White Rice,1,4.5
68037,2024-06-13,12:38:39,Kung Pao Chicken,1,6.15
68038,2024-06-13,12:38:39,Grilled Teriyaki Chicken,1,6.15
68039,2024-06-13,12:38:39,Mushroom Chicken,1,6.15
68040,2024-06-13,12:38:39,Super Greens Side,1,4.5
68041,2024-06-13,12:38:39,Beijing Beef,1,6.15
68042,2024-06-13,12:48:29,Chow Mein,1,4.5
68043,2024-06-13,12:48:29,Black Pepper Chicken,1,6.15
68044,2024-06-13,12:56:33,Honey Sesame Chicken Breast,1,6.15
68045,2024-06-13,12:56:33,Black Pepper Angus Steak,1,7.15
68046,2024-06-13,12:56:33,Fried Rice,1,4.5
68047,2024-06-13,13:03:17,Honey Sesame Chicken Breast,2,6.15
68048,2024-06-13,13:03:17,Mushroom Chicken,1,6.15
68049,2024-06-13,13:03:17,Black Pepper Angus Steak,1,7.15
68050,2024-06-13,13:03:17,Steamed White Rice,1,4.5
68051,2024-06-13,13:09:10,String Bean Chicken Breast,1,6.15
68052,2024-06-13,13:09:10,Black Pepper Angus Steak,1,7.15
68053,2024-06-13,13:15:24,Black Pepper Angus Steak,1,7.15
68054,2024-06-13,13:15:24,Teriyaki Chicken,1,6.15
68055,2024-06-13,13:24:02,Black Pepper Chicken,1,6.15
68056,2024-06-13,13:24:02,Fried Rice,1,4.5
68057,2024-06-13,13:24:02,Orange Chicken,1,6.15
68058,2024-06-13,13:32:05,String Bean Chicken Breast,1,6.15
68059,2024-06-13,13:32:05,Chow Mein,1,4.5
68060,2024-06-13,13:39:12,Mushroom Chicken,1,6.15
68061,2024-06-13,13:45:44,Beijing Beef,1,6.15
68062,2024-06-13,13:54:42,Black Pepper Chicken,1,6.15
68063,2024-06-13,13:54:42,Fried Rice,1,4.5
68064,2024-06-13,14:00:30,Black Pepper Chicken,1,6.15
68065,2024-06-13,14:05:37,String Bean Chicken Breast,1,6.15
68066,2024-06-13,14:05:37,Chow Mein,1,4.5
68067,2024-06-13,14:05:37,Honey Sesame Chicken Breast,1,6.15
68068,2024-06-13,14:05:37,Black Pepper Angus Steak,1,7.15
68069,2024-06-13,14:14:12,Super Greens Side,1,4.5
68070,2024-06-13,14:14:12,Black Pepper Chicken,1,6.15
68071,2024-06-13,14:14:12,Teriyaki Chicken,2,6.15
68072,2024-06-13,14:14:12,Grilled Teriyaki Chicken,1,6.15
68073,2024-06-13,14:21:26,Black Pepper Chicken,1,6.15
68074,2024-06-13,14:21:26,Steamed White Rice,1,4.5
68075,2024-06-13,14:21:26,Grilled Teriyaki Chicken,1,6.15
68076,2024-06-13,14:28:03,Super Greens Side,1,4.5
68077,2024-06-13,14:28:03,Black Pepper Chicken,1,6.15
68078,2024-06-13,14:35:17,Super Greens Side,1,4.5
68079,2024-06-13,14:35:17,Steamed White Rice,1,4.5
68080,2024-06-13,14:43:18,Broccoli Beef,1,6.15
68081,2024-06-13,14:43:18,Steamed White Rice,1,4.5
68082,2024-06-13,14:43:18,Beijing Beef,1,6.15
68083,2024-06-13,14:50:18,Broccoli Beef,1,6.15
68084,2024-06-13,14:56:57,String Bean Chicken Breast,1,6.15
68085,2024-06-13,14:56:57,Black Pepper Angus Steak,1,7.15
68086,2024-06-13,14:56:57,Teriyaki Chicken,1,6.15
68087,2024-06-13,15:04:43,Orange Chicken,1,6.15
68088,2024-06-13,15:04:43,Steamed White Rice,1,4.5
68089,2024-06-13,15:04:43,Beijing Beef,1,6.15
68090,2024-06-13,15:12:34,Black Pepper Angus Steak,1,7.15
68091,2024-06-13,15:12:34,Black Pepper Chicken,1,6.15
68092,2024-06-13,15:12:34,Kung Pao Chicken,1,6.15
68093,2024-06-13,15:23:14,Broccoli Beef,1,6.15
68094,2024-06-13,15:23:14,Grilled Teriyaki Chicken,1,6.15
68095,2024-06-13,15:30:12,String Bean Chicken Breast,1,6.15
68096,2024-06-13,15:30:12,Grilled Teriyaki Chicken,1,6.15
68097,2024-06-13,15:37:02,Grilled Teriyaki Chicken,2,6.15
68098,2024-06-13,15:46:47,Honey Sesame Chicken Breast,1,6.15
68099,2024-06-13,15:46:47,Super Greens Side,2,4.5
68100,2024-06-13,15:56:50,Chow Mein,1,4.5
68101,2024-06-13,15:56:50,Steamed White Rice,1,4.5
68102,2024-06-13,16:03:20,String Bean Chicken Breast,1,6.15
68103,2024-06-13,16:03:20,Mushroom Chicken,1,6.15
68104,2024-06-13,16:11:37,Black Pepper Angus Steak,1,7.15
68105,2024-06-13,16:11:37,Teriyaki Chicken,2,6.15
68106,2024-06-13,16:19:42,Broccoli Beef,1,6.15
68107,2024-06-13,16:19:42,Kung Pao Chicken,1,6.15
68108,2024-06-13,16:19:42,Steamed White Rice,1,4.5
68109,2024-06-13,16:26:37,Grilled Teriyaki Chicken,1,6.15
68110,2024-06-13,16:26:37,Black Pepper Angus Steak,2,7.15
68111,2024-06-13,16:26:37,Beijing Beef,1,6.15
68112,2024-06-13,16:32:24,Beijing Beef,1,6.15
68113,2024-06-13,16:32:24,Steamed White Rice,1,4.5
68114,2024-06-13,16:40:27,Super Greens Side,1,4.5
68115,2024-06-13,16:40:27,Honey Sesame Chicken Breast,1,6.15
68116,2024-06-13,16:50:35,Broccoli Beef,2,6.15
68117,2024-06-13,16:50:35,Chow Mein,2,4.5
68118,2024-06-13,16:58:48,Orange Chicken,1,6.15
68119,2024-06-13,16:58:48,Teriyaki Chicken,1,6.15
68120,2024-06-13,16:58:48,Grilled Teriyaki Chicken,1,6.15
68121,2024-06-13,17:04:54,Black Pepper Chicken,1,6.15
68122,2024-06-13,17:14:22,Super Greens Side,1,4.5
68123,2024-06-13,17:14:22,Chow Mein,1,4.5
68124,2024-06-13,17:14:22,Grilled Teriyaki Chicken,1,6.15
68125,2024-06-13,17:22:50,Black Pepper Chicken,1,6.15
68126,2024-06-13,17:22:50,Orange Chicken,1,6.15
68127,2024-06-13,17:31:15,Fried Rice,1,4.5
68128,2024-06-13,17:31:15,Teriyaki Chicken,1,6.15
68129,2024-06-13,17:37:12,Beijing Beef,2,6.15
68130,2024-06-13,17:37:12,Kung Pao Chicken,1,6.15
68131,2024-06-13,17:37:12,Teriyaki Chicken,1,6.15
68132,2024-06-13,17:44:12,Super Greens Side,1,4.5
68133,2024-06-13,17:44:12,Kung Pao Chicken,1,6.15
68134,2024-06-13,17:44:12,Beijing Beef,1,6.15
68135,2024-06-13,17:44:12,Steamed White Rice,1,4.5
68136,2024-06-13,17:51:34,Fried Rice,1,4.5
68137,2024-06-13,17:51:34,Grilled Teriyaki Chicken,1,6.15
68138,2024-06-13,17:57:08,Orange Chicken,1,6.15
68139,2024-06-13,17:57:08,Grilled Teriyaki Chicken,1,6.15
68140,2024-06-13,18:02:55,Teriyaki Chicken,1,6.15
68141,2024-06-13,18:13:07,Orange Chicken,1,6.15
68142,2024-06-13,18:13:07,Teriyaki Chicken,1,6.15
68143,2024-06-13,18:18:31,Steamed White Rice,1,4.5
68144,2024-06-13,18:25:30,Black Pepper Angus Steak,1,7.15
68145,2024-06-13,18:33:11,Fried Rice,1,4.5
68146,2024-06-13,18:33:11,Orange Chicken,1,6.15
68147,2024-06-13,18:41:36,Honey Sesame Chicken Breast,1,6.15
68148,2024-06-13,18:41:36,Mushroom Chicken,1,6.15
68149,2024-06-13,18:41:36,Steamed White Rice,1,4.5
68150,2024-06-13,18:47:01,Super Greens Side,1,4.5
68151,2024-06-13,18:47:01,Chow Mein,1,4.5
68152,2024-06-13,18:47:01,Honey Sesame Chicken Breast,1,6.15
68153,2024-06-13,18:52:34,Black Pepper Chicken,1,6.15
68154,2024-06-13,18:52:34,Kung Pao Chicken,2,6.15
68155,2024-06-13,18:59:55,Broccoli Beef,1,6.15
68156,2024-06-13,18:59:55,Orange Chicken,1,6.15
68157,2024-06-13,19:08:15,Kung Pao Chicken,1,6.15
68158,2024-06-13,19:08:15,Teriyaki Chicken,1,6.15
68159,2024-06-13,19:17:37,String Bean Chicken Breast,1,6.15
68160,2024-06-13,19:17:37,Fried Rice,1,4.5
68161,2024-06-13,19:26:21,Honey Sesame Chicken Breast,1,6.15
68162,2024-06-13,19:26:21,Steamed White Rice,1,4.5
68163,2024-06-13,19:35:53,Super Greens Side,1,4.5
68164,2024-06-13,19:42:43,Mushroom Chicken,1,6.15
68165,2024-06-13,19:48:18,Broccoli Beef,1,6.15
68166,2024-06-13,19:48:18,Kung Pao Chicken,1,6.15
68167,2024-06-13,19:53:59,Broccoli Beef,1,6.15
68168,2024-06-13,19:53:59,Teriyaki Chicken,1,6.15
68169,2024-06-13,20:01:19,Super Greens Side,1,4.5
68170,2024-06-13,20:01:19,Fried Rice,1,4.5
68171,2024-06-13,20:01:19,Beijing Beef,1,6.15
68172,2024-06-13,20:01:19,Black Pepper Chicken,1,6.15
68173,2024-06-13,20:09:50,Fried Rice,1,4.5
68174,2024-06-13,20:17:12,Steamed White Rice,1,4.5
68175,2024-06-13,20:24:00,Black Pepper Angus Steak,1,7.15
68176,2024-06-13,20:24:00,Grilled Teriyaki Chicken,1,6.15
68177,2024-06-13,20:30:48,Fried Rice,1,4.5
68178,2024-06-13,20:30:48,Beijing Beef,1,6.15
